name,id,type_code,total_units,floors,top_month,top_year,tenure,district_code,postcode,streetname,ura_key,transaction_psf,nearest_mrt_distance,enbloc,enbloc_date
506 YISHUN STREET 4,22947,HDB,0,0,,,L99,D27,760506,Yishun Street 4,506 Yishun Street 4,,0.86,0,
489 ADMIRALTY LINK,21911,HDB,0,0,,,L99,D27,750489,Admiralty Link,ADMIRALTY LINK,,0.75,0,
120A CANBERRA CRESCENT,23136,HDB,0,0,,,L99,D27,751120,Canberra Crescent,120A Canberra Crescent,,1.22,0,
119A CANBERRA CRESCENT,23139,HDB,0,0,,,L99,D27,751119,Canberra Crescent,119A Canberra Crescent,,1.18,0,
115A CANBERRA WALK,23270,HDB,0,0,,,L99,D27,751115,Canberra Walk,"",,1.11,0,
593 MONTREAL LINK,22355,HDB,0,0,,,L99,D27,750593,Montreal Link,593 MONTREAL LINK,,0.96,0,
590 MONTREAL LINK,23117,HDB,0,0,,,L99,D27,750590,Montreal Link,590 Montreal Link,,0.64,0,
513 WELLINGTON CIRCLE,23275,HDB,0,0,,,L99,D27,750513,Wellington Circle,513 Wellington Circle,,0.56,0,
512 WELLINGTON CIRCLE,23274,HDB,0,0,,,L99,D27,750512,Wellington Circle,512 Wellington Circle,,0.53,0,
490 ADMIRALTY LINK,21167,HDB,0,0,,,L99,D27,750490,Admiralty Link,490 ADMIRALTY LINK,,0.77,0,
128A CANBERRA STREET,23228,HDB,0,0,,,L99,D27,751128,Canberra Street,128A Canberra Street,,1.47,0,
488 ADMIRALTY LINK,21842,HDB,0,0,,,L99,D27,750488,Admiralty Link,488 ADMIRALTY LINK,,0.81,0,
465 SEMBAWANG DRIVE,22079,HDB,0,0,,,L99,D27,750465,SEMBAWANG DRIVE,465 SEMBAWANG DRIVE,,0.72,0,
353 ADMIRALTY DRIVE,21129,HDB,0,0,,,L99,D27,750353,Admiralty Drive,Admiralty Drive,,0.25,0,
130 CANBERRA STREET,23234,HDB,0,0,,,L99,D27,750130,Canberra Street,130 Canberra Street,,1.47,0,
128 CANBERRA STREET,23227,HDB,0,0,,,L99,D27,750128,Canberra Street,128 Canberra Street,,1.47,0,
780G WOODLANDS CRESCENT,23169,HDB,0,0,,,L99,D25,737780,Woodlands Crescent,780G Woodlands Crescent,,0.95,0,
783F WOODLANDS RISE,23311,HDB,0,0,,,L99,D25,736783,Woodlands Rise,783F Woodlands Rise,,0.79,0,
507 YISHUN AVENUE 4,22951,HDB,0,0,,,L99,D27,760507,Yishun Street 4,507 Yishun Avenue 4,,0.79,0,
129A CANBERRA STREET,23231,HDB,0,0,,,L99,D27,751129,Canberra Street,129A Canberra Street,,1.47,0,
130A CANBERRA STREET,23235,HDB,0,0,,,L99,D27,751130,Canberra Street,130A Canberra Street,,1.47,0,
463A SEMBAWANG DRIVE,22076,HDB,0,0,,,L99,D27,751463,SEMBAWANG DRIVE,463A SEMBAWANG DRIVE,,2.35,0,
590A MONTREAL LINK,23121,HDB,0,0,,,L99,D27,751590,Montreal Link,590A MONTREAL LINK,,0.75,0,
591A MONTREAL LINK,23120,HDB,0,0,,,L99,D27,751591,Montreal Link,591A Montreal Link,,0.68,0,
592A MONTREAL LINK,22352,HDB,0,0,,,L99,D27,751592,Montreal Link,592A MONTREAL LINK,,0.78,0,
593A MONTREAL LINK,22356,HDB,0,0,,,L99,D27,751593,Montreal Link,593A MONTREAL LINK,,0.89,0,
119B CANBERRA CRESCENT,23140,HDB,0,0,,,L99,D27,752119,Canberra Crescent,119B Canberra Crescent,,1.18,0,
120B CANBERRA CRESCENT,23137,HDB,0,0,,,L99,D27,752120,Canberra Crescent,120B Canberra Crescent,,1.22,0,
128B CANBERRA STREET,23229,HDB,0,0,,,L99,D27,752128,Canberra Street,128B Canberra Street,,1.47,0,
129B CANBERRA STREET,23232,HDB,0,0,,,L99,D27,752129,Canberra Street,129B Canberra Street,,1.47,0,
130B CANBERRA CRESCENT,23236,HDB,0,0,,,L99,D27,752130,Canberra Crescent,130B Canberra Crescent,,1.39,0,
463B SEMBAWANG DRIVE,22077,HDB,0,0,,,L99,D27,752463,SEMBAWANG DRIVE,463B SEMBAWANG DRIVE,,2.35,0,
590B MONTREAL LINK,23118,HDB,0,0,,,L99,D27,752590,Montreal Link,590B Montreal Link,,0.75,0,
592B MONTREAL LINK,22353,HDB,0,0,,,L99,D27,752592,Montreal Link,592B MONTREAL LINK,,0.83,0,
318B YISHUN AVENUE 9,22282,HDB,0,0,,,L99,D27,762318,Yishun Avenue 9,318B YISHUN AVENUE 9,,1.08,0,
424B YISHUN AVENUE 11,22361,HDB,0,0,,,L99,D27,762424,Yishun Avenue 11,424B YISHUN AVENUE 11,,1.56,0,
348B YISHUN AVENUE 11,22652,HDB,0,0,,,L99,D27,762348,Yishun Avenue 11,348B YISHUN AVENUE 11,,0,0,
347B YISHUN AVENUE 11,22649,HDB,0,0,,,L99,D27,762347,Yishun Avenue 11,347B YISHUN AVENUE 11,,0.82,0,
342B YISHUN RING ROAD,22178,HDB,0,0,,,L99,D27,762342,Yishun Ring Road,342B YISHUN RING ROAD,,1.03,0,
336B YISHUN STREET 31,23299,HDB,0,0,,,L99,D27,762336,Yishun Street 31,336B Yishun Street 31,,1.05,0,
335B YISHUN STREET 31,22430,HDB,0,0,,,L99,D27,762335,Yishun Street 31,335B YISHUN STREET 31,,1.07,0,
334B YISHUN STREET 31,22427,HDB,0,0,,,L99,D27,762334,Yishun Street 31,334B YISHUN STREET 31,,1.21,0,
333B YISHUN STREET 31,22423,HDB,0,0,,,L99,D27,762333,Yishun Street 31,333B YISHUN STREET 31,,1.16,0,
426B YISHUN AVENUE 11,22642,HDB,0,0,,,L99,D27,762426,Yishun Avenue 11,426B YISHUN AVENUE 11,,1.49,0,
317B YISHUN AVENUE 9,22697,HDB,0,0,,,L99,D27,762317,Yishun Avenue 9,317B YISHUN AVENUE 9,,1,0,
316B YISHUN AVENUE 9,22694,HDB,0,0,,,L99,D27,762316,Yishun Avenue 9,316B YISHUN AVENUE 9,,0.92,0,
315B YISHUN AVENUE 9,22690,HDB,0,0,,,L99,D27,762315,Yishun Avenue 9,315B YISHUN AVENUE 9,,0.87,0,
677A YISHUN RING ROAD,23281,HDB,0,0,,,L99,D27,761677,Yishun Ring Road,677A Yishun Ring Road,,0.21,0,
676A YISHUN RING ROAD,23277,HDB,0,0,,,L99,D27,761676,Yishun Ring Road,676A Yishun Ring Road,,0.21,0,
672A YISHUN AVENUE 4,23323,HDB,0,0,,,L99,D27,761672,Yishun Avenue 4,672A Yishun Avenue 4,,1.01,0,
671A YISHUN AVENUE 4,23321,HDB,0,0,,,L99,D27,761671,Yishun Avenue 4,671A Yishun Avenue 4,,1,0,
513A YISHUN STREET 51,23222,HDB,0,0,,,L99,D27,761513,Yishun Street 51,513A Yishun Street 51,,1.19,0,
428B YISHUN AVENUE 11,22002,HDB,0,0,,,L99,D27,762428,Yishun Avenue 11,428B YISHUN AVENUE 11,,1.72,0,
429B YISHUN AVENUE 11,22363,HDB,0,0,,,L99,D27,762429,Yishun Avenue 11,429B YISHUN AVENUE 11,,1.45,0,
430B YISHUN AVENUE 11,22366,HDB,0,0,,,L99,D27,762430,YISHUN AVENUE 11,430B YISHUN AVENUE 11,,1.75,0,
431B YISHUN AVENUE 1,22638,HDB,0,0,,,L99,D27,762431,Yishun Avenue 1,431B YISHUN AVENUE 1,,1.64,0,
432B YISHUN AVENUE 1,23115,HDB,0,0,,,L99,D27,762432,Yishun Avenue 1,432B Yishun Avenue 1,,1.61,0,
501B YISHUN STREET 51,22969,HDB,0,0,,,L99,D27,762501,Yishun Street 51,501B Yishun Street 51,,0.8,0,
502B YISHUN STREET 51,22972,HDB,0,0,,,L99,D27,762502,Yishun Street 51,502B Yishun Street 51,,1.18,0,
504B YISHUN STREET 51,22125,HDB,0,0,,,L99,D27,762504,Yishun Street 51,504B YISHUN STREET 51,,0.32,0,
505B YISHUN STREET 51,22630,HDB,0,0,,,L99,D27,762505,Yishun Street 51,505B YISHUN STREET 51,,1.23,0,
506B YISHUN AVENUE 4,22949,HDB,0,0,,,L99,D27,762506,Yishun Street 4,506B Yishun Avenue 4,,0.86,0,
507B YISHUN AVENUE 4,22953,HDB,0,0,,,L99,D27,762507,Yishun Street 4,507B Yishun Avenue 4,,0.79,0,
508B YISHUN AVENUE 4,22955,HDB,0,0,,,L99,D27,762508,Yishun Street 4,508B Yishun Avenue 4,,1.01,0,
509B YISHUN AVENUE 4,22957,HDB,0,0,,,L99,D27,762509,Yishun Street 4,509B Yishun Avenue 4,,0.88,0,
511B YISHUN STREET 51,22941,HDB,0,0,,,L99,D27,762511,Yishun Street 51,511B Yishun Street 51,,1.1,0,
512B YISHUN STREET 51,22944,HDB,0,0,,,L99,D27,762512,Yishun Street 51,512B Yishun Street 51,,1.08,0,
318A YISHUN AVENUE 9,22111,HDB,0,0,,,L99,D27,761318,Yishun Avenue 9,318A YISHUN AVENUE 9,,1.02,0,
347A YISHUN AVENUE 11,21969,HDB,0,0,,,L99,D27,761347,Yishun Ave 11,"",,0.89,0,
343A YISHUN RING ROAD,23205,HDB,0,0,,,L99,D27,761343,Yishun Ring Road,343A Yishun Ring Road,,0.58,0,
342A YISHUN RING ROAD,23202,HDB,0,0,,,L99,D27,761342,Yishun Ring Road,342A Yishun Ring Road,,1.03,0,
336A YISHUN STREET 31,23298,HDB,0,0,,,L99,D27,761336,Yishun Street 31,336A Yishun Street 31,,1.05,0,
336A YISHUNG STREET 31,21900,HDB,0,0,,,L99,D27,761336,Yishun Street 31,336A YISHUN STREET 31,,1.09,0,
335A YISHUN STREET 31,22429,HDB,0,0,,,L99,D27,761335,Yishun Street 31,335A YISHUN  STREET 31,,1.11,0,
334A YISHUN STREET 31,22426,HDB,0,0,,,L99,D27,761334,Yishun Street 31,334A YISHUN STREET 31,,1.14,0,
333A YISHUN STREET 31,22422,HDB,0,0,,,L99,D27,761333,Yishun Street 31,333A YISHUN STREET 31,,1.12,0,
348A YISHUN AVENUE 11,22651,HDB,0,0,,,L99,D27,761348,Yishun Avenue 11,348A YISHUN AVENUE 11,,0.73,0,
317A YISHUN AVENUE 9,22696,HDB,0,0,,,L99,D27,761317,Yishun Avenue 9,317A YISHUN AVENUE 9,,1.05,0,
316A YISHUN AVENUE 9,22693,HDB,0,0,,,L99,D27,761316,Yishun Avenue 9,316A YISHUN AVENUE 9,,0.93,0,
315A YISHUN AVENUE 9,22689,HDB,0,0,,,L99,D27,761315,Yishun Avenue 9,315A YISHUN AVENUE 9,,0.88,0,
315A YISHUN AVENUE 9,22113,HDB,0,0,,,L99,D27,761315,Yishun Avenue 9,315A YISHUN AVENUE 9,,0.95,0,
677 YISHUN RING ROAD,23280,HDB,0,0,,,L99,D27,760677,Yishun Ring Road,677 Yishun Ring Road,,0.21,0,
514 YISHUN STREET 51,23226,HDB,0,0,,,L99,D27,760514,Yishun Street 51,514 Yishun Street 51,,1.18,0,
511 YISHUN STREET 51,22940,HDB,0,0,,,L99,D27,760511,Yishun Street 51,511 Yishun Street 51,,1.1,0,
782F WOODLANDS CRESCENT,23070,HDB,0,0,,,L99,D25,736782,Woodlands Crescent,782F Woodlands Crescent,,0.84,0,
424A YISHUN AVENUE 11,22360,HDB,0,0,,,L99,D27,761424,Yishun Avenue 11,424A YISHUN AVENUE 11,,1.6,0,
426A YISHUN AVENUE 11,22641,HDB,0,0,,,L99,D27,761426,Yishun Avenue 11,426A YISHUN AVENUE 11,,1.49,0,
429A YISHUN AVENUE 11,22134,HDB,0,0,,,L99,D27,761429,Yishun Avenue 11,429A YISHUN AVENUE 11,,1.67,0,
430A YISHUN AVENUE 11,22365,HDB,0,0,,,L99,D27,761430,Yishun Avenue 11,430A YISHUN AVENUE 11,,1.74,0,
431A YISHUN AVENUE 1,22637,HDB,0,0,,,L99,D27,761431,Yishun Avenue 1,431A YISHUN AVENUE 1,,1.64,0,
432A YISHUN AVENUE 1,22022,HDB,0,0,,,L99,D27,761432,Yishun Avenue 1,432A YISHUN AVENUE 1,,1.41,0,
501A YISHUN STREET 51,22968,HDB,0,0,,,L99,D27,761501,Yishun Street 51,501A Yishun Street 51,,0.8,0,
502A YISHUN STREET 51,22971,HDB,0,0,,,L99,D27,761502,Yishun Street 51,502A Yishun Street 51,,1.18,0,
504A YISHUN STREET 51,22625,HDB,0,0,,,L99,D27,761504,Yishun Street 51,504A YISHUN STREET 51,,1.23,0,
505A YISHUN STREET 51,22628,HDB,0,0,,,L99,D27,761505,Yishun Street 51,505A Yishun Street 51,,1.23,0,
11111,22629,HDB,0,0,,,L99,D27,761505,Yishun Street 51,1111,,1.23,0,
506A YISHUN AVENUE 4,22948,HDB,0,0,,,L99,D27,761506,Yishun Street 4,506A Yishun Avenue 4,,0.86,0,
507A YISHUN AVENUE 4,22952,HDB,0,0,,,L99,D27,761507,Yishun Street 4,507A Yishun Avenue 4,,0.79,0,
508A YISHUN AVENUE 4,22954,HDB,0,0,,,L99,D27,761508,Yishun Street 4,508A Yishun Avenue 4,,1.01,0,
509A YISHUN AVENUE 4,22956,HDB,0,0,,,L99,D27,761509,Yishun Street 4,509A Yishun Avenue 4,,0.82,0,
803B KEAT HONG CLOSE,22806,HDB,0,0,,,L99,D23,682803,Keat Hong Close,803B KEAT HONG CLOSE,,1.24,0,
812B CHOA CHU KANG AVENUE 7,22862,HDB,0,0,,,L99,D23,682812,Choa Chu Kang Avenue 7,812B CHOA CHU KANG AVENUE 7,,1.31,0,
811B CHOA CHU KANG AVENUE 7,22670,HDB,0,0,,,L99,D23,682811,Choa Chu Kang Avenue 7,811B CHOA CHU KANG AVENUE 7,,1.17,0,
810B CHOA CHU KANG AVENUE 7,22665,HDB,0,0,,,L99,D23,682810,Choa Chu Kang Avenue 7,810B CHOA CHU KANG AVENUE 7,,1.19,0,
809B CHOA CHU KANG AVENUE 1,22574,HDB,0,0,,,L99,D23,682809,Choa Chu Kang Avenue 1,809B CHOA CHU KANG AVENUE 1,,0,0,
808B CHOA CHU KANG AVENUE 1,22562,HDB,0,0,,,L99,D23,682808,CHOA CHU KANG AVENUE 1,808B CHOA CHU KANG AVENUE 1,,0,0,
807B CHOA CHU KANG AVENUE 1,22566,HDB,0,0,,,L99,D23,682807,Choa Chu Kang Avenue 1,807B CHOA CHU KANG AVENUE 1,,0,0,
805B KEAT HONG CLOSE,22808,HDB,0,0,,,L99,D23,682805,Keat Hong Close,805B KEAT HONG CLOSE,,1.24,0,
804B KEAT HONG CLOSE,22807,HDB,0,0,,,L99,D23,682804,Keat Hong Close,804B KEAT HONG CLOSE,,1.24,0,
815B CHOA CHU KANG AVENUE 7,22908,HDB,0,0,,,L99,D23,682815,Choa Chu Kang Avenue 7,815B Choa Chu Kang Avenue 7,,1.01,0,
802B KEAT HONG CLOSE,23241,HDB,0,0,,,L99,D23,682802,Keat Hong Close,802B Keat Hong Close,,1.22,0,
801B KEAT HONG CLOSE,23238,HDB,0,0,,,L99,D23,682801,Keat Hong Close,801B Keat Hong Close,,1.3,0,
490B CHOA CHU KANG AVENUE 5,22503,HDB,0,0,,,L99,D23,682490,Choa Chu Kang Avenue 5,490B CHOA CHU KANG AVENUE 5,,1.15,0,
489B CHOA CHU KANG AVENUE 5,22711,HDB,0,0,,,L99,D23,682489,Choa Chu Kang Avenue 5,489B CHOA CHU KANG AVENUE 5,,1.2,0,
488B CHOA CHU KANG AVENUE 5,22256,HDB,0,0,,,L99,D23,682488,Choa Chu Kang Avenue 5,488B CHOA CHU KANG AVENUE 5,,1.12,0,
487B CHOA CHU KANG AVENUE 5,22390,HDB,0,0,,,L99,D23,682487,Choa Chu Kang Avenue 5,487B CHOA CHU KANG AVENUE 5,,0.65,0,
476B CHOA CHU KANG AVENUE 5,21646,HDB,0,0,,,L99,D23,682476,Choa Chu Kang Avenue 5,476B CHOA CHU KANG AVENUE 5,,1.25,0,
818A CHOA CHU KANG AVENUE 1,22893,HDB,0,0,,,L99,D23,681818,Choa Chu Kang Avenue 1,818A Choa Chu Kang Avenue 1,,0.94,0,
816B KEAT HONG LINK,22657,HDB,0,0,,,L99,D23,682816,Keat Hong Link,816B KEAT HONG LINK,,1.18,0,
817B KEAT HONG LINK,22660,HDB,0,0,,,L99,D23,682817,Keat Hong Link,817B KEAT HONG LINK,,1.18,0,
818B CHOA CHU KANG AVENUE 1,22894,HDB,0,0,,,L99,D23,682818,Choa Chu Kang Avenue 1,818B Choa Chu Kang Avenue 1,,0.94,0,
476C CHOA CHU KANG AVENUE 5,21647,HDB,0,0,,,L99,D23,683476,Choa Chu Kang Avenue 5,476C CHOA CHU KANG AVENUE 5,,1.16,0,
487C CHOA CHU KANG AVENUE 5,22174,HDB,0,0,6,2015,L99,D23,683487,Choa Chu Kang Avenue 5,487C CHOA CHU KANG AVENUE 5,,0.23,0,
488C CHOA CHU KANG AVENUE 5,22707,HDB,0,0,,,L99,D23,683488,Choa Chu Kang Avenue 5,488C CHOA CHU KANG AVENUE 5,,1.23,0,
489C CHOA CHU KANG AVENUE 5,22712,HDB,0,0,,,L99,D23,683489,Choa Chu Kang Avenue 5,489C CHOA CHU KANG AVENUE 5,,1.2,0,
490C CHOA CHU KANG AVENUE 5,22367,HDB,0,0,,,L99,D23,683490,Choa Chu Kang Avenue 5,490C CHOA CHU KANG AVENUE 5,,0.65,0,
801C KEAT HONG CLOSE,23239,HDB,0,0,,,L99,D23,683801,Keat Hong Close,801C Keat Hong Close,,1.3,0,
802C KEAT HONG CLOSE,23242,HDB,0,0,,,L99,D23,683802,Keat Hong Close,802C Keat Hong Close,,1.22,0,
803C KEAT HONG CLOSE,22809,HDB,0,0,,,L99,D23,683803,Keat Hong Close,803C KEAT HONG CLOSE,,1.24,0,
805C KEAT HONG CLOSE,22810,HDB,0,0,,,L99,D23,683805,Keat Hong Close,805C Keat Hong Close,,1.24,0,
807C CHOA CHU KANG AVENUE 1,22567,HDB,0,0,,,L99,D23,683807,Choa Chu Kang Avenue 1,807B CHOA CHU KANG AVENUE 1,,0,0,
808C CHOA CHU KANG AVENUE 1,22563,HDB,0,0,,,L99,D23,683808,Choa Chu Kang Avenue 1,808C CHOA CHU KANG AVENUE 1,,0,0,
809C CHOA CHU KANG AVENUE 1,22577,HDB,0,0,,,L99,D23,683809,Choa Chu Kang Avenue 1,809C CHOA CHU KANG AVENUE 1,,0,0,
810 CHOA CHU KANG AVENUE 7,22663,HDB,0,0,,,L99,D23,680810,Choa Chu Kang Avenue 7,810 CHOA CHU KANG AVENUE 7,,1.19,0,
488A CHOA CHU KANG AVENUE 5,22706,HDB,0,0,,,L99,D23,681488,Choa Chu Kang Avenue 5,488A CHOA CHU KANG AVENUE 5,,1.23,0,
487A CHOA CHU KANG AVENUE 5,22704,HDB,0,0,,,L99,D23,681487,Choa Chu Kang Avenue 5,487A CHOA CHU KANG AVENUE 5,,1.25,0,
476A CHOA CHU KANG AVENUE 5,21645,HDB,0,0,,,L99,D23,681476,Choa Chu Kang Avenue 5,476A CHOA CHU KANG AVENUE 5,,1.25,0,
818 CHOA CHU KANG AVENUE 1,22892,HDB,0,0,,,L99,D23,680818,Choa Chu Kang Avenue 1,818 Choa Chu Kang Avenue 1,,0.94,0,
814 CHOA CHU KANG AVENUE 7,22906,HDB,0,0,,,L99,D23,680814,Choa Chu Kang Avenue 7,814 Choa Chu Kang Avenue 7,,1.01,0,
813 CHOA CHU KANG AVENUE 7,22666,HDB,0,0,,,L99,D23,680813,Choa Chu Kang Avenue 7,813 CHOA CHU KANG AVENUE 7,,1.01,0,
812 CHOA CHU KANG AVENUE 7,22671,HDB,0,0,,,L99,D23,680812,Choa Chu Kang Avenue 7,812 CHOA CHU KANG AVENUE 7,,1.17,0,
811 CHOA CHU KANG AVENUE 7,22668,HDB,0,0,,,L99,D23,680811,Choa Chu Kang Avenue 7,811 CHOA CHU KANG AVENUE 7,,1.17,0,
489A CHOA CHU KANG AVENUE 5,22710,HDB,0,0,,,L99,D23,681489,Choa Chu Kang Avenue 5,489A CHOA CHU KANG AVENUE 5,,1.2,0,
809 CHOA CHU KANG AVENUE 1,22569,HDB,0,0,,,L99,D23,680809,Choa Chu Kang Avenue 1,809 CHOA CHU KANG AVENUE 1,,0.82,0,
808 CHOA CHU KANG AVENUE 1,22662,HDB,0,0,,,L99,D23,680808,Choa Chu Kang Avenue 1,808 CHOA CHU KANG AVENUE 1,,0.96,0,
807 CHOA CHU KANG AVENUE 1,22568,HDB,0,0,,,L99,D23,680807,Choa Chu Kang Avenue 1,807 CHOA CHU KANG AVENUE 1,,0.82,0,
806 KEAT HONG CLOSE,22802,HDB,0,0,,,L99,D23,680806,Keat Hong Close,806 KEAT HONG CLOSE,,1.24,0,
804 KEAT HONG CLOSE,22801,HDB,0,0,,,L99,D23,680804,Keat Hong Close,804 KEAT HONG CLOSE,,1.24,0,
803 KEAT HONG CLOSE,22800,HDB,0,0,,,L99,D23,680803,Keat Hong Close,803 KEAT HONG LCOSE,,1.24,0,
574 CHOA CHU KANG STREET 52,22081,HDB,0,0,,,L99,D23,680574,Choa Chu Kang Street 52,574 CHOA CHU KANG STREET 52,,0.44,0,
812C CHOA CHU KANG AVENUE 7,22861,HDB,0,0,,,L99,D23,683812,Choa Chu Kang Avenue 7,812C CHOA CHU KANG AVENUE 7,,1.31,0,
801A KEAT HONG CLOSE,23237,HDB,0,0,,,L99,D23,681801,Keat Hong Close,801A Keat Hong Close,,1.3,0,
802A KEAT HONG CLOSE,23240,HDB,0,0,,,L99,D23,681802,Keat Hong Close,802A Keat Hong Close,,1.22,0,
803A KEAT HONG CLOSE,22803,HDB,0,0,,,L99,D23,681803,Keat Hong Close,803A KEAT HONG CLOSE,,1.24,0,
804A KEAT HONG CLOSE,22804,HDB,0,0,,,L99,D23,681804,Keat Hong Close,804A KEAT HONG CLOSE,,1.24,0,
805A KEAT HONG CLOSE,22805,HDB,0,0,,,L99,D23,681805,Keat Hong Close,805A KEAT HONG CLOSE,,1.24,0,
807A CHOA CHU KANG AVENUE 1,22565,HDB,0,0,,,L99,D23,681807,Choa Chu Kang Avenue 1,807A CHOA CHU KANG AVENUE 1,,0,0,
808A CHOA CHU KANG AVENUE 1,22559,HDB,0,0,,,L99,D23,681808,Choa Chu Kang Avenue 1,808A CHOA CHU KANG AVENUE 1,,0,0,
809A CHOA CHU KANG AVENUE 1,22570,HDB,0,0,,,L99,D23,681809,Choa Chu Kang Avenue 1,809A CHOA CHU KANG AVENUE 1,,0,0,
810A CHOA CHU KANG AVENUE 7,22664,HDB,0,0,,,L99,D23,681810,Choa Chu Kang Avenue 7,810A CHOA CHU KANG AVENUE 7,,1.19,0,
811A CHOA CHU KANG AVENUE 7,22669,HDB,0,0,,,L99,D23,681811,Choa Chu Kang Avenue 7,811A CHOA CHU KANG AVENUE 7,,1.17,0,
812A CHOA CHU KANG AVENUE 7,22672,HDB,0,0,,,L99,D23,681812,Choa Chu Kang Avenue 7,812A CHOA CHU KANG AVENUE 7,,1.17,0,
813A CHOA CHU KANG AVENUE 7,22667,HDB,0,0,,,L99,D23,681813,Choa Chu Kang Avenue 7,813A CHOA CHU KANG AVENUE 7,,1.01,0,
815A CHOA CHU KANG AVENUE 7,22907,HDB,0,0,,,L99,D23,681815,Choa Chu Kang Avenue 7,815A Choa Chu Kang Avenue 7,,1.01,0,
816A KEAT HONG LINK,22658,HDB,0,0,,,L99,D23,681816,Keat Hong Link,816A KEAT HONG LINK,,1.18,0,
817A KEAT HONG LINK,22659,HDB,0,0,,,L99,D23,681817,Keat Hong Link,817A KEAT HONG LINK,,1.18,0,
887B WOODLANDS DRIVE 50,22622,HDB,0,0,,,L99,D25,732887,Woodlands Drive 50,887B WOODLANDS DRIVE 50,,0.74,0,
783C WOODLANDS RISE,23308,HDB,0,0,,,L99,D25,733783,Woodlands Rise,783C Woodlands Rise,,0.79,0,
782C WOODLANDS CRESCENT,23067,HDB,0,0,,,L99,D25,733782,Woodlands Crescent,782C Woodlands Crescent,,0.84,0,
780C WOODLANDS CRESCENT,23165,HDB,0,0,,,L99,D25,733780,Woodlands Crescent,780C Woodlands Crescent,,0.95,0,
574C WOODLANDS DRIVE 16,23369,HDB,0,0,,,L99,D25,733574,Woodlands Drive 16,574C Woodlands Drive 16,,1.29,0,
573C WOODLANDS DRIVE 16,23366,HDB,0,0,,,L99,D25,733573,Woodlands Drive 16,573C Woodlands Drive 16,,1.06,0,
571C WOODLANDS AVENUE 1,23260,HDB,0,0,,,L99,D25,733571,Woodlands Avenue 1,571C Woodlands Avenue 1,,0.82,0,
570C WOODLANDS AVENUE 1,21845,HDB,0,0,,,L99,D25,733570,Woodlands Avenue 1,570C WOODLANDS AVENUE 1,,0.73,0,
333C YISHUN ST 31,22054,HDB,0,0,,,L99,D25,733333,Yishun St 31,333C YISHUN ST 31,,0.25,0,
784C WOODLANDS RISE,23315,HDB,0,0,,,L99,D25,733784,Woodlands Rise,784C Woodlands Rise,,0.79,0,
886B WOODLANDS DRIVE 50,22617,HDB,0,0,,,L99,D25,732886,Woodlands Drive 50,886B WOODLANDS DRIVE 50,,0.69,0,
785B WOODLANDS RISE,23317,HDB,0,0,,,L99,D25,732785,Woodlands Rise,785B Woodlands Rise,,0.79,0,
784B WOODLANDS RISE,23313,HDB,0,0,,,L99,D25,732784,Woodlands Rise,784B Woodlands Rise,,0.79,0,
783B WOODLANDS RISE,23307,HDB,0,0,,,L99,D25,732783,Woodlands Rise,783B Woodlands Rise,,0.79,0,
782B WOODLANDS CRESCENT,23066,HDB,0,0,,,L99,D25,732782,Woodlands Crescent,782B Woodlands Crescent,,0.78,0,
780B WOODLANDS CRESCENT,23164,HDB,0,0,,,L99,D25,732780,Woodlands Crescent,780B Woodlands Crescent,,0.95,0,
574B WOODLANDS DRIVE 16,23368,HDB,0,0,,,L99,D25,732574,Woodlands Drive 16,574B Woodlands Drive 16,,1.29,0,
573B WOODLANDS DRIVE 16,23365,HDB,0,0,,,L99,D25,732573,Woodlands Drive 16,573B Woodlands Drive 16,,1.06,0,
785C WOODLANDS RISE,23318,HDB,0,0,,,L99,D25,733785,Woodlands Rise,785C Woodlands Rise,,0.79,0,
886C WOODLANDS DRIVE 50,22618,HDB,0,0,,,L99,D25,733886,Woodlands Drive 50,886C WOODLANDS DRIVE 50,,0.7,0,
887C WOODLANDS DRIVE 50,22623,HDB,0,0,,,L99,D25,733887,Woodlands Drive 50,887C WOODLANDS DRIVE 50,,0.74,0,
573D WOODLANDS DRIVE 16,23367,HDB,0,0,,,L99,D25,734573,Woodlands Drive 16,573D Woodlands Drive 16,,1.06,0,
574D WOODLANDS DRIVE 16,23370,HDB,0,0,,,L99,D25,734574,Woodlands Drive 16,574D Woodlands Drive 16,,1.29,0,
780D WOODLANDS CRESCENT,23166,HDB,0,0,,,L99,D25,734780,Woodlands Crescent,780D Woodlands Crescent,,0.95,0,
782D WOODLANDS CRESCENT,23068,HDB,0,0,,,L99,D25,734782,Woodlands Crescent,782D Woodlands Crescent,,0.91,0,
783D WOODLANDS RISE,23309,HDB,0,0,,,L99,D25,734783,Woodlands Rise,783D Woodlands Rise,,0.79,0,
785D WOODLANDS RISE,23319,HDB,0,0,,,L99,D25,734785,Woodlands Rise,785D Woodlands Rise,,0.79,0,
886D WOODLANDS DRIVE 50,22619,HDB,0,0,,,L99,D25,734886,Woodlands Drive 50,886D WOODLANDS DRIVE 50,,0.7,0,
780E WOODLANDS CRESCENT,23167,HDB,0,0,,,L99,D25,735780,Woodlands Crescent,780E Woodlands Crescent,,0.95,0,
782E WOODLANDS CRESCENT,23069,HDB,0,0,,,L99,D25,735782,Woodlands Crescent,782E Woodlands Crescent,,0.89,0,
783E WOODLANDS RISE,23310,HDB,0,0,,,L99,D25,735783,Woodlands Rise,783E Woodlands Rise,,0.79,0,
